1,137,M75S_5_APH_REV1,6783000B61,20260706,100340,F,0,1,,FFPFFPPPPPNN,1,F,0,20260706,100334,0,,,0,0

 1, ATX_12_SP,    0.000  ,    1.000  ,  10.0,  10.0, 0, J, 1537, 1538, A1, 4.0000000  , 1
 2568, UUS9:2-1,    1.000V ,    0.710V ,  20.0,  20.0, 0, D, 576, 1026, A1, 2.0553209V , 1
 2569, UUS9:2-3,    1.000V ,    0.710V ,  20.0,  20.0, 0, D, 576, 1030, A1, 2.0551520V , 1
 2570, UUS9:2-4,    0.856V ,    0.856V ,  20.0,  20.0, 1, D, 576, 1031, A1, 2.1978041V , 1
 2571, UUS9:2-5,    1.000V ,    1.000mA,  20.0,  20.0, 5, D, 576, 1105, A1, 0.0030405mA, 1
 2572, UUS9:2-6,    0.856V ,    0.856V ,  20.0,  20.0, 1, D, 576, 1027, A1, 2.1977196V , 1
 2574, UUS11:2-5,    1.000V ,    0.800V ,  20.0,  20.0, 1, D, 576, 459, A1, 2.1437500V , 1
 2575, UUS11:S-6,    0.854V ,    0.854V ,  20.0,  20.0, 1, D, 576, 459, A1, 2.1973818V , 1
 2582, UUS2:3-4,    0.777V ,    0.777V ,  20.0,  20.0, 0, D, 576, 303, A1, 2.1236486V , 1
 2583, UUS2:3-5,    0.779V ,    0.779V ,  20.0,  20.0, 0, D, 576, 304, A1, 2.1282095V , 1
 2584, UUS4:3-2,    0.777V ,    0.777V ,  20.0,  20.0, 0, D, 576, 302, A1, 2.1233953V , 1
 2585, UUS4:3-4,    0.777V ,    0.777V ,  20.0,  20.0, 0, D, 576, 270, A1, 2.1233108V , 1
 2587, UUS16:3-2,    0.776V ,    0.776V ,  20.0,  20.0, 0, D, 576, 925, A1, 2.1232264V , 1
 2588, UUS16:3-4,    0.776V ,    0.776V ,  20.0,  20.0, 0, D, 576, 919, A1, 2.1234797V , 1
 2589, UUS16:3:5,    0.778V ,    0.778V ,  20.0,  20.0, 0, D, 576, 920, A1, 2.1233953V , 1
 2590, UUS18:3-1,    0.779V ,    0.779V ,  20.0,  20.0, 0, D, 576, 927, A1, 2.1282939V , 1
 2591, UUS18:3-2,    0.777V ,    0.777V ,  20.0,  20.0, 0, D, 576, 928, A1, 2.1234797V , 1
 2592, UUS18:3-4,    0.777V ,    0.777V ,  20.0,  20.0, 0, D, 576, 922, A1, 2.1233108V , 1
 2593, UUS18:3-5,    0.779V ,    0.779V ,  20.0,  20.0, 0, D, 576, 921, A1, 2.1286318V , 1
 2594, UUS20:3-1,    0.779V ,    0.779V ,  20.0,  20.0, 0, D, 576, 927, A1, 2.1283784V , 1
 2595, UUS20:3-2,    0.777V ,    0.777V ,  20.0,  20.0, 0, D, 576, 928, A1, 2.1236486V , 1
 2596, UUS20:3-4,    0.777V ,    0.777V ,  20.0,  20.0, 0, D, 576, 922, A1, 2.1233108V , 1
 2597, UUS20:3-5,    0.779V ,    0.779V ,  20.0,  20.0, 0, D, 576, 921, A1, 2.1282095V , 1
 2598, UUS22:3-1,    0.779V ,    0.779V ,  20.0,  20.0, 0, D, 576, 273, A1, 2.1283784V , 1
 2599, UUS22:3-2,    0.776V ,    0.776V ,  20.0,  20.0, 0, D, 576, 1039, A1, 2.1234797V , 1
 2600, UUS22:3-4,    0.776V ,    0.776V ,  20.0,  20.0, 0, D, 576, 1035, A1, 2.1234797V , 1
 2601, UUS22:3-5,    0.779V ,    0.779V ,  20.0,  20.0, 0, D, 576, 272, A1, 2.1282095V , 1
 2618, D9:2-1,    0.682V ,    0.682V ,  10.0,  10.0, 0, D, 576, 1353, A1, 2.0305743V , 1
 2619, D9:1-3,    0.696V ,    0.696V ,  10.0,  10.0, 0, D, 1353, 1046, A1, 2.0453547V , 1
 2620, D10:2-1,    0.682V ,    0.682V ,  10.0,  10.0, 0, D, 576, 1353, A1, 2.0311655V , 1
 2621, D10:1-3,    0.695V ,    0.695V ,  10.0,  10.0, 0, D, 1353, 1046, A1, 2.0403716V , 1
 2623, DFAN1:2-1,    0.339V ,    0.339V ,  10.0,  10.0, 0, D, 677, 560, A1, 1.6839527V , 1
 2624, DFAN1:3-1,    0.339V ,    0.339V ,  10.0,  10.0, 0, D, 807, 560, A1, 1.6837838V , 1
 2625, DFAN2:2-1,    0.349V ,    0.349V ,  20.0,  20.0, 0, D, 793, 560, A1, 1.6940878V , 1
 2626, DFAN2:3-1,    0.335V ,    0.335V ,  10.0,  10.0, 0, D, 1101, 560, A1, 1.6832770V , 1
 2627, DFAN7:2-1,    0.335V ,    0.335V ,  10.0,  10.0, 0, D, 190, 560, A1, 1.6837838V , 1
 2628, DFAN7:3-1,    0.336V ,    0.336V ,  10.0,  30.0, 0, D, 212, 560, A1, 1.6836149V , 1
 2629, DFAN8:2-1,    0.337V ,    0.337V ,  10.0,  10.0, 0, D, 1131, 560, A1, 1.6835304V , 1
 2630, DFAN8:3-1,    0.337V ,    0.337V ,  10.0,  10.0, 0, D, 1132, 560, A1, 1.6836149V , 1
 2638, PQ17/PQ18,    1.000  ,    9.000  ,  30.0,  30.0, 28, QF, 576, 1138, A1, 6931.9266055  , 1
 2639, PQ31:DS,    1.000V ,    9.000mA,  20.0,  20.0, 14, QF, 576, 1355, A1, 0.0031039mA, 1
 2643, PQ15,     1.00V ,    10.00mA,  20.0,  20.0, 14, QF, 1138, 1133, A1, 0.0030722mA, 1
 2644, PQ20:DS,    1.000V ,    1.000mA,  20.0,  20.0, 5, D, 1046, 809, A1, 0.0032095mA, 1
 2645, PQ21,    1.000V ,    7.000mA,  20.0,  20.0, 14, QF, 427, 1130, A1, 0.0030617mA, 1
 2649, PQ38,     1.00  ,    10.00  ,  20.0,  20.0, 28, QF, 1355, 416, A1, 7939.6638655  , 1
 2650, PQ40:DS,    1.000V ,    1.000mA,  20.0,  20.0, 5, D, 1130, 1358, A1, 0.0027027mA, 1
 2652, QHD5,    1.000  ,    9.590  ,  40.0,  10.0, 28, QF, 789, 560, A1, 6380.0000000  , 1
 2653, PQ13/PQ14,    1.000  ,    9.000  ,  90.0,  90.0, 28, QF, 576, 1246, A1, 7922.9769392  , 1
 2657, PQ39:DS,    1.000V ,    1.000mA,  20.0,  20.0, 5, D, 576, 1355, A1, 0.0033784mA, 1
 2659, PQ11,     1.00  ,    10.00  ,  20.0,  20.0, 28, QF, 1246, 1133, A1, 7294.2857143  , 1
 2660, PQ15,     1.00  ,    10.00  ,  20.0,  20.0, 28, QF, 1138, 1133, A1, 7588.0321285  , 1
 2661, PQ20:DS,     1.00V ,    10.00mA,  20.0,  20.0, 14, QF, 809, 1046, A1, 0.0030828mA, 1
 2662, PQ21,     1.00  ,    10.10  ,  20.0,  20.0, 28, QF, 427, 1130, A1, 7351.2062257  , 1
 2666, PQ38,     1.00  ,    10.00  ,  20.0,  20.0, 28, QF, 1355, 416, A1, 7542.4750499  , 1
 2667, PQ40:DS,    1.000V ,    1.000mA,  20.0,  20.0, 5, D, 1130, 1358, A1, 0.0033784mA, 1
 2669, QHD5,    1.000V ,    0.600V ,  20.0,  20.0, 0, D, 560, 789, A1, 1.9477196V , 1
 2683, PU24_1_4,    0.598V ,    0.598V ,  90.0,  66.0, 2, U, 576, 1457, B2, 1.9425676V , 1
 2684, PU24_2_4,    0.600V ,    0.600V ,  90.0,  66.0, 2, U, 576, 1202, B2, 1.9472973V , 1
 2687, PU24_6_4/,    0.735V ,    0.735V ,  76.0,  72.0, 2, U, 576, 1201, B2, 2.0788851V , 1
 2690, PU24_30_4,    0.599V ,    0.599V ,  90.0,  66.0, 2, U, 576, 1314, B2, 1.9472128V , 1
 2693, PU28_2_4,    0.599V ,    0.599V ,  90.0,  66.0, 2, U, 576, 406, B2, 1.9478885V , 1
 2699, PU28_30_4/,    0.559V ,    0.559V ,  90.0,  64.0, 2, U, 576, 1451, B2, 1.9037162V , 1
 2701, PU29_1_4,    0.599V ,    0.599V ,  90.0,  66.0, 2, U, 576, 1464, B2, 1.9469595V , 1
 2702, PU29_2_4,    0.599V ,    0.599V ,  90.0,  66.0, 2, U, 576, 1421, B2, 1.9475507V , 1
 2708, PU30_1_4,    0.599V ,    0.599V ,  90.0,  66.0, 2, U, 576, 1453, B2, 1.9472128V , 1
 2709, PU30_2_4,    0.600V ,    0.600V ,  90.0,  66.0, 2, U, 576, 1452, B2, 1.9467905V , 1
 2715, PU31_1_4,    0.599V ,    0.599V ,  90.0,  66.0, 2, U, 576, 1461, B2, 1.9476351V , 1
 2716, PU31_2_4,    0.600V ,    0.600V ,  90.0,  66.0, 2, U, 576, 1420, B2, 1.9473818V , 1
 2720, PU32_1_4,    0.599V ,    0.599V ,  90.0,  66.0, 2, U, 576, 1456, B2, 1.9473818V , 1
 2721, PU32_2_4,    0.600V ,    0.600V ,  90.0,  66.0, 2, U, 576, 1448, B2, 1.9474662V , 1
 2723, PU32_6_4/,    0.703V ,    0.703V ,  84.0,  71.0, 2, U, 576, 1449, B2, 2.0507601V , 1
 2726, PU32_30_4/,    0.586V ,    0.586V ,  90.0,  65.0, 2, U, 576, 1447, B2, 1.9330236V , 1
 2727, PU33_1_4,    0.599V ,    0.599V ,  90.0,  66.0, 2, U, 576, 1455, B2, 1.9476351V , 1
 2728, PU33_2_4,    0.681V ,    0.681V ,  90.0,  66.0, 2, U, 576, 1446, B2, 2.0256757V , 1
 2734, PU34_1_4/,    0.599V ,    0.599V ,  90.0,  66.0, 2, U, 576, 1454, B2, 1.9474662V , 1
 2735, PU34_2_4,    0.600V ,    0.600V ,  90.0,  66.0, 2, U, 576, 1450, B2, 1.9472973V , 1
 2741, UL17_5_89,    0.638V ,    0.638V ,  90.0,  68.0, 2, U, 576, 805, B2, 1.9866554V , 1
 2747, UL17_12_89,    0.637V ,    0.637V ,  90.0,  68.0, 2, U, 576, 806, B2, 1.9815878V , 1
 2749, UL17_15_89,    0.705V ,    0.705V ,  84.0,  71.0, 2, U, 576, 129, B2, 2.0500000V , 1
 2765, UL17_39_89,    0.644V ,    0.644V ,  90.0,  68.0, 2, U, 576, 675, B2, 1.9914696V , 1
 2769, UL17_47_89,    0.589V ,    0.589V ,  90.0,  66.0, 2, U, 576, 1017, B2, 1.9372466V , 1
 2770, UL17_48_89,    0.588V ,    0.588V ,  90.0,  65.0, 2, U, 576, 1023, B2, 1.9329392V , 1
 2771, UL17_50_89,    0.588V ,    0.588V ,  90.0,  65.0, 2, U, 576, 1018, B2, 1.9327703V , 1
 2772, UL17_51_89,    0.587V ,    0.587V ,  90.0,  65.0, 2, U, 576, 1024, B2, 1.9331926V , 1
 2773, UL17_52_89,    0.590V ,    0.590V ,  90.0,  66.0, 2, U, 576, 1019, B2, 1.9378378V , 1
 2774, UL17_53_89,    0.589V ,    0.589V ,  90.0,  66.0, 2, U, 576, 1009, B2, 1.9374155V , 1
 2775, UL17_55_89,    0.590V ,    0.590V ,  90.0,  66.0, 2, U, 576, 1020, B2, 1.9370777V , 1
 2777, UL17_72_89,    0.551V ,    0.551V ,  90.0,  63.0, 2, U, 576, 205, B2, 1.8983953V , 1
 2778, UL17_73_89,    0.551V ,    0.551V ,  90.0,  63.0, 2, U, 576, 206, B2, 1.8983953V , 1
 2783, UL17_80_89,    0.595V ,    0.595V ,  90.0,  66.0, 2, U, 576, 803, B2, 1.9423142V , 1
 2785, UL17_84_89,    0.638V ,    0.638V ,  90.0,  68.0, 2, U, 576, 189, B2, 1.9865709V , 1
 2796, UUS16_2_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 925, B2, 2.1282095V , 1
 2797, UUS16_4_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 919, B2, 2.1283784V , 1
 2798, UUS16_5_3,    0.781V ,    0.781V ,  66.0,  74.0, 2, U, 576, 920, B2, 2.1282939V , 1
 2799, UUS16_6_3,    0.781V ,    0.781V ,  66.0,  74.0, 2, U, 576, 920, B2, 2.1281250V , 1
 2800, UUS16_7_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 919, B2, 2.1284628V , 1
 2801, UUS16_9_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 925, B2, 2.1282939V , 1
 2803, UUS18_1_3,    0.782V ,    0.782V ,  66.0,  74.0, 2, U, 576, 927, B2, 2.1283784V , 1
 2804, UUS18_2_3,    0.780V ,    0.780V ,  66.0,  74.0, 2, U, 576, 928, B2, 2.1284628V , 1
 2805, UUS18_4_3,    0.780V ,    0.780V ,  66.0,  74.0, 2, U, 576, 922, B2, 2.1282939V , 1
 2806, UUS18_5_3,    0.781V ,    0.781V ,  66.0,  74.0, 2, U, 576, 921, B2, 2.1288007V , 1
 2807, UUS18_6_3,    0.782V ,    0.782V ,  66.0,  74.0, 2, U, 576, 921, B2, 2.1288851V , 1
 2808, UUS18_7_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 922, B2, 2.1284628V , 1
 2809, UUS18_9_3,    0.780V ,    0.780V ,  66.0,  74.0, 2, U, 576, 928, B2, 2.1277872V , 1
 2810, UUS18_10_3,    0.782V ,    0.782V ,  66.0,  74.0, 2, U, 576, 927, B2, 2.1284628V , 1
 2813, UUS2_4_3,    0.780V ,    0.780V ,  66.0,  74.0, 2, U, 576, 303, B2, 2.1286318V , 1
 2814, UUS2_5_3,    0.782V ,    0.782V ,  66.0,  74.0, 2, U, 576, 304, B2, 2.1282939V , 1
 2815, UUS2_6_3,    0.782V ,    0.782V ,  66.0,  74.0, 2, U, 576, 304, B2, 2.1283784V , 1
 2816, UUS2_7_3,    0.780V ,    0.780V ,  66.0,  74.0, 2, U, 576, 303, B2, 2.1283784V , 1
 2821, UUS20_4_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 1036, B2, 2.1286318V , 1
 2822, UUS20_5_3,    0.783V ,    0.783V ,  66.0,  74.0, 2, U, 576, 274, B2, 2.1288007V , 1
 2823, UUS20_6_3,    0.783V ,    0.783V ,  66.0,  74.0, 2, U, 576, 274, B2, 2.1289696V , 1
 2824, UUS20_7_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 1036, B2, 2.1285473V , 1
 2827, UUS22_1_3,    0.782V ,    0.782V ,  66.0,  74.0, 2, U, 576, 273, B2, 2.1287162V , 1
 2828, UUS22_2_3,    0.778V ,    0.778V ,  67.0,  74.0, 2, U, 576, 1039, B2, 2.1232264V , 1
 2829, UUS22_4_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 1035, B2, 2.1284628V , 1
 2830, UUS22_5_3,    0.783V ,    0.783V ,  66.0,  74.0, 2, U, 576, 272, B2, 2.1283784V , 1
 2831, UUS22_6_3,    0.782V ,    0.782V ,  66.0,  74.0, 2, U, 576, 272, B2, 2.1282939V , 1
 2832, UUS22_7_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 1035, B2, 2.1284628V , 1
 2833, UUS22_9_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 1039, B2, 2.1287162V , 1
 2834, UUS22_10_3,    0.782V ,    0.782V ,  66.0,  74.0, 2, U, 576, 273, B2, 2.1285473V , 1
 2836, UUS4_2_3,    0.780V ,    0.780V ,  66.0,  74.0, 2, U, 576, 302, B2, 2.1283784V , 1
 2837, UUS4_4_3,    0.781V ,    0.781V ,  66.0,  74.0, 2, U, 576, 270, B2, 2.1285473V , 1
 2838, UUS4_7_3,    0.780V ,    0.780V ,  66.0,  74.0, 2, U, 576, 270, B2, 2.1285473V , 1
 2839, UUS4_9_3,    0.779V ,    0.779V ,  66.0,  74.0, 2, U, 576, 302, B2, 2.1282095V , 1
 2843, UUS17_2_1/,    0.737V ,    0.737V ,  76.0,  72.0, 2, U, 576, 923, B2, 2.0843750V , 1
 2844, UUS21_2_1/,    0.743V ,    0.743V ,  74.0,  73.0, 2, U, 576, 1037, B2, 2.0890203V , 1
 2845, UUS21_3_1/,    0.739V ,    0.739V ,  75.0,  72.0, 2, U, 576, 1038, B2, 2.0842905V , 1
 2846, UUS24_2_1/,    0.744V ,    0.744V ,  74.0,  73.0, 2, U, 576, 917, B2, 2.0896959V , 1
 2847, UUS24_3_1/,    0.733V ,    0.733V ,  77.0,  72.0, 2, U, 576, 918, B2, 2.0798986V , 1
 2848, UUS26_2_1/,    0.740V ,    0.740V ,  75.0,  72.0, 2, U, 576, 1033, B2, 2.0894426V , 1
 2858, LPT_7_10/,    0.832V ,    0.832V ,  56.0,  75.0, 2, U, 576, 509, B2, 2.1771115V , 1
 2861, LPT_11_10/,    0.837V ,    0.837V ,  55.0,  76.0, 2, U, 576, 502, B2, 2.1820946V , 1
 2863, LPT_15_10/,    0.837V ,    0.837V ,  55.0,  76.0, 2, U, 576, 495, B2, 2.1815878V , 1
 2864, LPT_17_10/,    0.838V ,    0.838V ,  55.0,  76.0, 2, U, 576, 491, B2, 2.1871622V , 1
 2865, LPT_19_10/,    0.837V ,    0.837V ,  55.0,  76.0, 2, U, 576, 488, B2, 2.1819257V , 1
 2867, LPT_23_10/,    0.839V ,    0.839V ,  54.0,  76.0, 2, U, 576, 481, B2, 2.1871622V , 1
 2869, LPT_25_10/,    0.842V ,    0.842V ,  54.0,  76.0, 2, U, 576, 477, B2, 2.1867399V , 1
 2871, PU1_2_21,    0.676V ,    0.676V ,  90.0,  70.0, 2, U, 576, 321, B2, 2.0208615V , 1
 2872, PU1_4_21,    0.658V ,    0.658V ,  90.0,  69.0, 2, U, 576, 320, B2, 2.0059966V , 1
 2873, PU1_5_21,    0.659V ,    0.659V ,  90.0,  69.0, 2, U, 576, 322, B2, 2.0060811V , 1
 2874, PU1_6_21,    0.657V ,    0.657V ,  90.0,  69.0, 2, U, 576, 318, B2, 2.0066723V , 1
 2875, PU1_7_21,    0.759V ,    0.759V ,  71.0,  73.0, 2, U, 576, 316, B2, 2.1037162V , 1
 2876, PU1_9_21,    0.648V ,    0.648V ,  90.0,  69.0, 2, U, 576, 314, B2, 1.9961993V , 1
 2877, PU1_10_21,    0.653V ,    0.653V ,  90.0,  69.0, 2, U, 576, 312, B2, 2.0010135V , 1
 2878, PU1_11_21,    0.688V ,    0.688V ,  88.0,  70.0, 2, U, 576, 310, B2, 2.0353041V , 1
 2880, PU1_16_21,    0.729V ,    0.717V ,  81.0,  72.0, 2, U, 576, 313, B2, 2.0646959V , 1
 2881, PU1_17_21,    0.639V ,    0.639V ,  90.0,  68.0, 2, U, 576, 315, B2, 1.9863176V , 1
 2882, PU1_19_21,    0.701V ,    0.701V ,  85.0,  71.0, 2, U, 576, 317, B2, 2.0493243V , 1
 2883, PU1_20_21,    0.631V ,    0.631V ,  90.0,  68.0, 2, U, 576, 319, B2, 1.9767736V , 1
 2884, PU2_1_11,    0.751V ,    0.751V ,  73.0,  73.0, 2, U, 576, 87, B2, 2.0997466V , 1
 2888, PU2_5_11,    0.714V ,    0.714V ,  82.0,  71.0, 2, U, 576, 633, B2, 2.0593750V , 1
 2889, PU2_6_11,    0.574V ,    0.574V ,  90.0,  65.0, 2, U, 576, 88, B2, 1.9227196V , 1
 2891, PU2_10_11,    0.668V ,    0.668V ,  90.0,  70.0, 2, U, 576, 89, B2, 2.0152872V , 1
 2892, PU4_1_11,    0.717V ,    0.741V ,  75.0,  73.0, 2, U, 576, 136, B2, 2.0886824V , 1
 2894, PU4_3_11,    0.615V ,    0.615V ,  90.0,  67.0, 2, U, 576, 135, B2, 1.9625000V , 1
 2897, PU4_6_11,    0.570V ,    0.570V ,  90.0,  64.0, 2, U, 576, 138, B2, 1.9181588V , 1
 2907, PU5_9_11,    0.749V ,    0.736V ,  76.0,  72.0, 2, U, 576, 420, B2, 2.0839527V , 1
 2908, PU5_10_11,    0.667V ,    0.667V ,  90.0,  70.0, 2, U, 576, 420, B2, 2.0153716V , 1
 2913, UC19_2_1,    0.810V ,    0.810V ,  60.0,  75.0, 2, U, 576, 243, B2, 2.1575169V , 1
 2917, U4_1_3/,    0.709V ,    0.709V ,  83.0,  71.0, 2, U, 576, 133, B2, 2.0548142V , 1
 2918, U4_2_3/,    0.630V ,    0.630V ,  90.0,  68.0, 2, U, 576, 53, B2, 1.9766047V , 1
 2919, U4_4_3,    0.764V ,    0.764V ,  70.0,  73.0, 2, U, 576, 13, B2, 2.1094595V , 1
 2923, UC13_4_1,    0.598V ,    0.598V ,  90.0,  66.0, 2, U, 576, 331, B2, 1.9423142V , 1
 2929, UH3_2_3/,    0.695V ,    0.695V ,  87.0,  71.0, 2, U, 576, 144, B2, 2.0399493V , 1
 2930, UH3_4_3/,    0.777V ,    0.777V ,  67.0,  74.0, 2, U, 576, 148, B2, 2.1231419V , 1
 2932, U5_4_3,    0.552V ,    0.552V ,  90.0,  63.0, 2, U, 576, 55, B2, 1.8989020V , 1
 2939, UC12_2_3/,    0.570V ,    0.570V ,  90.0,  64.0, 2, U, 576, 647, B2, 1.9181588V , 1
 2941, UC9_2_3,    0.572V ,    0.572V ,  90.0,  65.0, 2, U, 576, 761, B2, 1.9182432V , 1
 2949, UC8_2_3,    0.778V ,    0.778V ,  67.0,  74.0, 2, U, 576, 650, B2, 2.1233953V , 1
 2950, UC8_4_3/,    0.730V ,    0.730V ,  78.0,  72.0, 2, U, 576, 650, B2, 2.0745777V , 1
 2965, USD1_1_3/,    0.620V ,    0.620V ,  90.0,  67.0, 2, U, 576, 5, B2, 1.9675676V , 1
 2966, USD1_2_3/,    0.657V ,    0.657V ,  90.0,  69.0, 2, U, 576, 3, B2, 2.0062500V , 1
 2972, UWL1_4_3,    0.753V ,    0.753V ,  72.0,  73.0, 2, U, 576, 6, B2, 2.0987331V , 1
 2973, UA1_2_49,    0.734V ,    0.734V ,  77.0,  72.0, 2, U, 576, 366, B2, 2.0793074V , 1
 2974, UA1_4_49,    0.658V ,    0.658V ,  90.0,  69.0, 2, U, 576, 363, B2, 2.0059122V , 1
 2975, UA1_5_49,    0.683V ,    0.683V ,  90.0,  70.0, 2, U, 576, 1191, B2, 2.0311655V , 1
 2976, UA1_6_49,    0.692V ,    0.692V ,  87.0,  71.0, 2, U, 576, 364, B2, 2.0402872V , 1
 2977, UA1_8_49,    0.712V ,    0.712V ,  82.0,  71.0, 2, U, 576, 362, B2, 2.0600507V , 1
 2978, UA1_10_49,    0.704V ,    0.704V ,  84.0,  71.0, 2, U, 576, 1189, B2, 2.0500000V , 1
 2979, UA1_11_49,    0.718V ,    0.718V ,  81.0,  72.0, 2, U, 576, 371, B2, 2.0648649V , 1
 2980, UA1_12_49,    0.706V ,    0.706V ,  84.0,  71.0, 2, U, 576, 369, B2, 2.0548986V , 1
 2981, UA1_13_49,    0.693V ,    0.693V ,  87.0,  71.0, 2, U, 576, 360, B2, 2.0403716V , 1
 2982, UA1_14_49,    0.691V ,    0.691V ,  88.0,  71.0, 2, U, 576, 358, B2, 2.0353041V , 1
 2983, UA1_15_49,    0.692V ,    0.692V ,  87.0,  71.0, 2, U, 576, 357, B2, 2.0404561V , 1
 2984, UA1_16_49,    0.705V ,    0.705V ,  84.0,  71.0, 2, U, 576, 1237, B2, 2.0504223V , 1
 2985, UA1_17_49,    0.705V ,    0.705V ,  84.0,  71.0, 2, U, 576, 1240, B2, 2.0504223V , 1
 2987, UA1_19_49,    0.698V ,    0.698V ,  86.0,  71.0, 2, U, 576, 355, B2, 2.0455236V , 1
 2988, UA1_23_49,    0.689V ,    0.689V ,  88.0,  70.0, 2, U, 576, 352, B2, 2.0358108V , 1
 2989, UA1_24_49,    0.689V ,    0.689V ,  88.0,  70.0, 2, U, 576, 347, B2, 2.0358108V , 1
 2997, UA1_44_49,    0.615V ,    0.615V ,  90.0,  67.0, 2, U, 576, 1344, B2, 1.9625845V , 1
 2998, UA1_45_49,    0.614V ,    0.614V ,  90.0,  67.0, 2, U, 576, 1347, B2, 1.9621622V , 1
 2999, UA1_48_49,    0.739V ,    0.739V ,  75.0,  72.0, 2, U, 576, 361, B2, 2.0844595V , 1
 3034, UHM2_5_11,    0.689V ,    0.689V ,  88.0,  70.0, 2, U, 576, 1207, B2, 2.0358953V , 1
 3036, UHM3_2_41,    0.622V ,    0.622V ,  90.0,  67.0, 2, U, 576, 389, B2, 1.9669764V , 1
 3040, UHM3_6_41,    0.621V ,    0.621V ,  90.0,  67.0, 2, U, 576, 390, B2, 1.9673986V , 1
 3042, UHM3_9_41,    0.622V ,    0.622V ,  90.0,  67.0, 2, U, 576, 1322, B2, 1.9672297V , 1
 3050, UHM3_24_41,    0.804V ,    0.804V ,  61.0,  75.0, 2, U, 576, 340, B2, 2.1529561V , 1
 3053, UHM3_28_41,    0.788V ,    0.788V ,  65.0,  74.0, 2, U, 576, 375, B2, 2.1336149V , 1
 3054, UHM3_29_41,    0.790V ,    0.790V ,  64.0,  74.0, 2, U, 576, 1208, B2, 2.1380068V , 1
 3055, UHM3_30_41,    0.792V ,    0.792V ,  64.0,  74.0, 2, U, 576, 1205, B2, 2.1384291V , 1
 3057, UHM3_32_41,    0.857V ,    0.857V ,  51.0,  76.0, 2, U, 576, 337, B2, 2.2020270V , 1
 3058, UHM3_33_41,    0.857V ,    0.857V ,  51.0,  76.0, 2, U, 576, 334, B2, 2.2018581V , 1
 3059, UHM3_34_41,    0.857V ,    0.857V ,  51.0,  76.0, 2, U, 576, 333, B2, 2.2017736V , 1
 3060, UHM3_36_41,    0.857V ,    0.857V ,  51.0,  76.0, 2, U, 576, 332, B2, 2.2017736V , 1
 3061, UHM3_37_41,    0.857V ,    0.857V ,  51.0,  76.0, 2, U, 576, 335, B2, 2.2026182V , 1
 3065, UL21_2_4,    0.636V ,    0.636V ,  90.0,  68.0, 2, U, 576, 804, B2, 1.9823480V , 1
 3067, UL21_5_4,    0.634V ,    0.634V ,  90.0,  68.0, 2, U, 576, 801, B2, 1.9818412V , 1
 3068, UL21_6_4,    0.609V ,    0.609V ,  90.0,  67.0, 2, U, 576, 800, B2, 1.9577703V , 1
 3246, USD3_3_5/,    0.657V ,    0.657V ,  90.0,  69.0, 2, U, 576, 431, B2, 2.0062500V , 1
 3249, USD4_3_5/,    0.650V ,    0.650V ,  90.0,  69.0, 2, U, 576, 764, B2, 1.9962838V , 1
 3251, USD4_6_5,    0.793V ,    0.793V ,  63.0,  74.0, 2, U, 576, 202, B2, 2.1384291V , 1
 3255, USI1_7_6,    0.741V ,    0.741V ,  75.0,  72.0, 2, U, 576, 677, B2, 2.0896115V , 1
 3256, USI1_8_6,    0.746V ,    0.746V ,  74.0,  73.0, 2, U, 576, 807, B2, 2.0941723V , 1
 3257, USI1_9_6,    0.742V ,    0.742V ,  75.0,  73.0, 2, U, 576, 793, B2, 2.0891047V , 1
 3258, USI1_10_6,    0.747V ,    0.747V ,  74.0,  73.0, 2, U, 576, 1101, B2, 2.0941723V , 1
 3259, USI1_11_6,    0.743V ,    0.743V ,  74.0,  73.0, 2, U, 576, 1131, B2, 2.0893581V , 1
 3260, USI1_12_6,    0.749V ,    0.749V ,  73.0,  73.0, 2, U, 576, 1132, B2, 2.0940878V , 1
 3262, USI1_14_6,    0.706V ,    0.706V ,  84.0,  71.0, 2, U, 576, 436, B2, 2.0555743V , 1
 3265, USI1_18_6,    0.753V ,    0.753V ,  72.0,  73.0, 2, U, 576, 538, B2, 2.0989020V , 1
 3266, USI1_19_6,    0.755V ,    0.755V ,  72.0,  73.0, 2, U, 576, 541, B2, 2.1039696V , 1
 3267, USI1_20_6,    0.753V ,    0.753V ,  72.0,  73.0, 2, U, 576, 537, B2, 2.0991554V , 1
 3271, USI1_24_6,    0.754V ,    0.754V ,  72.0,  73.0, 2, U, 576, 536, B2, 2.0989865V , 1
 3278, USI1_31_6,    0.732V ,    0.732V ,  77.0,  72.0, 2, U, 576, 296, B2, 2.0797297V , 1
